id,nombre_medio,tipo_medio,url,seccion,titulo,autor,fecha_publicacion,resumen,texto,keywords,subjetividad,polaridad,imagen_principal,imagenes_2
45,New York Times,periodico,https://www.nytimes.com/2023/10/05/opinion/kaiser-permanente-strike-health.html,Opinion,The Kaiser Strike Is Only Part of What’s Ailing U.S. Health Care - The New York Times,"{""Craig Spencer""}",2023-10-05,"At that time, health care workers had every reason to hope that once the Covid-19 pandemic waned, long-overdue and much needed changes to our health care system would finally materialize.
We drifted back to our old normal in which health care workers felt unsafe, unappreciated and unsupported.
This helps explain why more than 75,000 workers at the Kaiser Permanente health care system have walked off the job, in what union leaders say could be the largest health care strike in U.S. history.
Similar to Hollywood writers and actors and the United Automobile Workers, the striking Kaiser workers are demanding better pay and benefits.
The changes they want require a major overhaul of how health care is delivered.","In April 2020, when I would walk home after a long day treating patients in a New York City emergency room, an orchestra of pots and pans would erupt from seemingly every window to honor frontline workers. Nothing could make those early pandemic days easier for me and my colleagues, but those haphazard symphonies of appreciation helped keep us going. At that time, health care workers had every reason to hope that once the Covid-19 pandemic waned, long-overdue and much needed changes to our health care system would finally materialize.

But after Covid vaccines rolled out and the country largely moved on from the pandemic, those promises were seemingly forgotten. We drifted back to our old normal in which health care workers felt unsafe, unappreciated and unsupported.

This helps explain why more than 75,000 workers at the Kaiser Permanente health care system have walked off the job, in what union leaders say could be the largest health care strike in U.S. history. Similar to Hollywood writers and actors and the United Automobile Workers, the striking Kaiser workers are demanding better pay and benefits. But many of their greatest demands can’t be met with money alone. The changes they want require a major overhaul of how health care is delivered.

The seeds of the Kaiser strike were sown before the pandemic, which certainly aggravated the issues afflicting workers. No matter how this strike ends, the problems at the Kaiser network, which operates in eight states and the District of Columbia, are not unique. Health care workers have already taken to the picket line at hospitals and clinics across the country this year — six of the 19 work stoppages involving 1,000 or more workers recorded by the Bureau of Labor Statistics in 2023 were in health care. Providers commit to serving others. That so many are walking off the job in protest means the conditions are so unsustainable, there’s no option left but to take this action of last resort.","workers,care,york,system,strike,kaiser,times,health,country,whats,job,seemingly,pandemic,ailing",0.49361,0.17953,https://static01.nyt.com/images/2023/10/05/opinion/05Spencer/05Spencer-facebookJumbo.jpg,"{'https://static01.nyt.com/images/2023/10/05/opinion/05Spencer/05Spencer-facebookJumbo.jpg', 'https://static01.nyt.com/images/2023/10/05/opinion/05Spencer/05Spencer-articleLarge.jpg?quality=75&auto=webp&disable=upscale'}"
46,New York Times,periodico,https://www.nytimes.com/2023/10/04/opinion/trump-kevin-mccarthy.html,Opinion,"Donald Trump, Kevin McCarthy and the Ripples of Republican Chaos - The New York Times","{""Charles M. Blow""}",2023-10-04,"This week, Donald Trump delivered his version of a sad tiny desk performance, hunched over the defendant’s table in a New York courtroom, diminished and watching the illusion of power and grandeur he has sold voters thin and run like oil in a hot pan.
He insisted on appearing in person at his civil fraud trial, apparently believing that he would continue to perform his perverse magic of converting that which would have ended other political careers into a political win for himself.
His hubris seemed to consume him, persuading him that in matters of optics, he’s not only invincible but unmatched.
He has done it before: In August he scowled in his mug shot — a precursor to his Fulton County, Ga., criminal trial — summoning the allure of an outlaw, using the photo to raise millions of dollars, according to his campaign.","This week, Donald Trump delivered his version of a sad tiny desk performance, hunched over the defendant’s table in a New York courtroom, diminished and watching the illusion of power and grandeur he has sold voters thin and run like oil in a hot pan.

He insisted on appearing in person at his civil fraud trial, apparently believing that he would continue to perform his perverse magic of converting that which would have ended other political careers into a political win for himself.

His hubris seemed to consume him, persuading him that in matters of optics, he’s not only invincible but unmatched.

He has done it before: In August he scowled in his mug shot — a precursor to his Fulton County, Ga., criminal trial — summoning the allure of an outlaw, using the photo to raise millions of dollars, according to his campaign.","donald,voters,version,political,week,watching,york,trial,win,using,unmatchedhe,chaos,mccarthy,kevin,times,trump,republican,ripples",0.66710,-0.07464,https://static01.nyt.com/images/2023/10/06/multimedia/04blow1-twqg/04blow1-twqg-facebookJumbo.jpg,"{'https://static01.nyt.com/images/2023/10/06/multimedia/04blow1-twqg/04blow1-twqg-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'https://static01.nyt.com/images/2023/10/06/multimedia/04blow1-twqg/04blow1-twqg-facebookJumbo.jpg', 'https://static01.nyt.com/images/2022/02/26/opinion/author-charles-blow/author-charles-blow-thumbLarge.png'}"
47,New York Times,periodico,https://www.nytimes.com/2023/10/04/opinion/trump-trial-judge-engoron.html,Opinion,Opinion | This Is Why Trump Keeps Antagonizing the Judge in His Fraud Trial,"{""Peter Coy""}",2023-10-04,"It’s not surprising that Donald Trump viciously insults Letitia James, the New York State attorney general who has taken him to court.
What is a little surprising is that he keeps bashing the judge who is trying him, Justice Arthur Engoron, to the point of saying Engoron should be disbarred.
Trump also attacked Engoron’s law clerk, earning Trump a stern warning.
One obvious reason is that Trump is furious that Engoron ruled that he inflated the value of his assets and effectively took away the licenses Trump needs to operate his properties in New York.
Trump complained that the trial took him off the presidential campaign trail, but in fact, his presence in the courtroom wasn’t required.","It’s not surprising that Donald Trump viciously insults Letitia James, the New York State attorney general who has taken him to court. What is a little surprising is that he keeps bashing the judge who is trying him, Justice Arthur Engoron, to the point of saying Engoron should be disbarred. Trump also attacked Engoron’s law clerk, earning Trump a stern warning. You don’t tug on Superman’s cape, you don’t spit into the wind, and you don’t — I would think — defy and needle the very person who holds your financial fate in his hands.

I think there are at least three reasons that Trump is attacking Engoron, a 74-year-old Democrat and former cabdriver, who is presiding over Trump’s civil trial on fraud charges in New York State Supreme Court (which, despite its lofty name, is the trial-level court). Two are obvious, one less so.

One obvious reason is that Trump is furious that Engoron ruled that he inflated the value of his assets and effectively took away the licenses Trump needs to operate his properties in New York. Billionairehood is a crucial component of Trump’s self-image.

Another obvious reason is that Trump likes the publicity. Trump complained that the trial took him off the presidential campaign trail, but in fact, his presence in the courtroom wasn’t required. He chose to be there because he knew he’d get more camera time than if he were working the crowd in, say, Nashua, N.H.","court,took,think,judge,trial,opinion,york,antagonizing,dont,fraud,trumps,trump,obvious,engoron,keeps",0.41970,0.03390,https://static01.nyt.com/images/2023/10/04/opinion/04coy-image/04coy-image-facebookJumbo.jpg,"{'https://static01.nyt.com/images/2022/02/27/opinion/author-peter-coy-2/Peter_Coy_Final-thumbLarge.png', 'https://static01.nyt.com/images/2023/10/04/opinion/04coy-image/04coy-image-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'https://static01.nyt.com/images/2023/10/04/opinion/04coy-image/04coy-image-facebookJumbo.jpg'}"
48,New York Times,periodico,https://www.nytimes.com/2023/10/05/opinion/efficiency-optimization-whimsy.html,Opinion,Efficiency Is a Thief of Joy - The New York Times,"{""Parker Richards""}",2023-10-05,"There is a whimsy in those lifestyle choices and hobbies, a whimsy in doing things the roundabout way.
It is simple enough to argue that the most direct path is the best one, but humanity doesn’t really work like that.
As a species, we learn by doing — and often enough, we find joy in it.
Efficiency-focused single-mindedness might make things faster, but it is a thief of life’s joys.
A life whimsically lived, a society whimsically (dis)ordered, is one that promotes freedom of thought, even as it knows many of the freely found thoughts won’t be all that useful.","There is a whimsy in those lifestyle choices and hobbies, a whimsy in doing things the roundabout way. It is simple enough to argue that the most direct path is the best one, but humanity doesn’t really work like that. As a species, we learn by doing — and often enough, we find joy in it. Taking the time to master a skill, to understand a process or to have a conversation — even if it isn’t quite as fast — is consistently more rewarding than having something simply done for you. Efficiency-focused single-mindedness might make things faster, but it is a thief of life’s joys.

If the point of all this — state, trade, industry, culture, society writ large — is well-being and joy, making lives better, then, as often as may be, it should work on a human scale, embracing the winding trails of life over the direct highway bulldozed through the mountainside. That’s not to say there is no place for efficiency, but to govern people, who are by nature not particularly efficient, with too heavy a bias toward simply getting things done is doubtless a well-intentioned mistake. Our government should be as strange as we are, more or less.

If the state exists to improve the lives of the governed, and the lives of the governed are bettered not by robotic, quasi-fascistic insistence on efficiency über alles, then the state, too, must embrace a more laid-back style. There’s no need to establish a Department of Capriciousness or a National Whimsy Agency; indeed, either would only strive far too efficiently to establish inefficiency. Rather, we can make little tweaks. Eliminating the decimalization of currencies would be a start. Bringing back cavalry cuirasses and epaulets in the military would be a fitting second step. Perhaps the Department of Education could encourage unique scholastic scarves and oddball traditions at every institution that receives its funding.

Of course, this isn’t likely. The nature of business and government is to prize efficiency, to value cost saving and corner cutting and results-focused thinking (or whatever the consultants call it). But even outside of the sheer joy of taking a moment longer to perform a task — to take a longer trip home because you’d rather see the sun set over the bridge, to set the vinyl record carefully on the turntable instead, to visit your local takeout place and chat with the cashier in lieu of punching an order for 47 dumplings into an app — there is a beauty and (dare I say it) usefulness to inefficiency.

Inefficiency is generative; inefficiency is where we source our ideas, our inspirations, our conceptions of a world of endless paths and journeys rather than one of monotonous drudgery occupied only in repetitive labor. A life whimsically lived, a society whimsically (dis)ordered, is one that promotes freedom of thought, even as it knows many of the freely found thoughts won’t be all that useful.","york,whimsy,things,whimsically,taking,society,thief,state,work,times,joy,lives,efficiency",0.45681,0.06981,https://static01.nyt.com/images/2023/10/05/autossell/05Richards-Promo/05Richards-Promo-facebookJumbo.jpg,"{'https://static01.nyt.com/images/2023/10/05/autossell/05Richards-Promo/05Richards-Promo-square640.jpg', 'https://static01.nyt.com/images/2023/10/05/autossell/05Richards-Promo/05Richards-Promo-facebookJumbo.jpg', 'https://static01.nyt.com/images/2023/06/22/opinion/parker-richards/parker-richards-thumbLarge.png'}"
49,New York Times,periodico,https://www.nytimes.com/2023/10/05/opinion/pitch-clock-baseball-time.html,Opinion,"With Pitch Clock, Baseball Has Lost Its Poetry - The New York Times","{""Jesse Nathan""}",2023-10-05,"With the new rules and particularly the new pitch clock, the game has become one less place in our subdivided lives in which we get to imagine — to feel, to daydream — something existing outside of time.
The pitch clock is the biggest modification to the game in years: With nobody on base, pitchers have 15 seconds to wind up and throw.
One pitch clock incident this summer stands out to me.
It felt as if there were more Ohtani fans in the stands than A’s fans.
You could hear the disappointment in the groans from A’s and Ohtani fans alike.","Baseball is a game of turns, not time. It argues for a different metaphysics (“catching rhythms,” Quincy Troupe calls it, or as Gail Mazur puts it, a “firm structure with the mystery / of accidents”) that absconds from our universe of time, even if only for the duration of an illusion on a summer afternoon. With the new rules and particularly the new pitch clock, the game has become one less place in our subdivided lives in which we get to imagine — to feel, to daydream — something existing outside of time.

Even the theater of the performed four-pitch intentional walk had an idiosyncrasy about it so true to baseball, and to being human. It was a modest digression in the course of an inning, a silly little dance. It was interesting to see if the batter would take a wild swing at one or if the pitcher would go lazy and throw a comically wild pitch or — more beautiful and rare — if he’d catch the batter sleeping and sneak a zinging, disorienting strike down the middle of the plate. The whole affair would add a minute or two to a game.

The pitch clock is the biggest modification to the game in years: With nobody on base, pitchers have 15 seconds to wind up and throw. With a runner on, the pitcher has 20 seconds. If pitcher or batter is not ready by the appointed second, the penalty is a ball or strike, depending on which side is getting penalized.

One pitch clock incident this summer stands out to me. There’s no better baseball weather in the world than Oakland in September. We were in the top half of the eighth, the A’s beating the Angels 6-0, when Shohei Ohtani, a rare star at both pitching and hitting, stepped to the plate. It felt as if there were more Ohtani fans in the stands than A’s fans.

On this night we’d arrived at his last trip to the plate, and excitement swept through the crowd. The count went to 3-2. Two out, nothing on the line, since it was a rout, but still, fans got on their feet. The pitcher stared home. And how did this minor showdown end? With a clock violation by the pitcher, awarding Ohtani ball four and first base. You could hear the disappointment in the groans from A’s and Ohtani fans alike. It was a sad, boring — and judging from the boos, irritating — way to end the night for the game’s greatest player.","pitch,york,fans,wild,game,plate,poetry,batter,times,baseball,lost,pitcher,ohtani,clock",0.37052,-0.07272,https://static01.nyt.com/images/2023/10/05/autossell/05Nathan-Cover/05Nathan-Cover-facebookJumbo.jpg,"{'https://static01.nyt.com/images/2023/10/05/autossell/05Nathan-Cover/05Nathan-Cover-facebookJumbo.jpg', 'https://static01.nyt.com/images/2023/10/05/autossell/05Nathan-Cover/05Nathan-Cover-square640.jpg'}"
50,New York Times,periodico,https://www.nytimes.com/2023/10/05/opinion/covid-pandemic-michael-mina.html,Opinion,Opinion | We Should Have Known So Much About Covid from the Start,"{""David Wallace-Wells""}",2023-10-05,"We used to think we just had this spectacular immune response when we first encountered the virus at, say, age 6, and that the immune response lasted until we were 70.
You were re-upping your immune response and diversifying your immunological tools — potentially multiple times a year, a kind of natural booster.
But to think about that in the context of Covid, for a minute — all of those subsequent exposures to chickenpox were basically invisible.
But there is also a very basic difference between a disease like Covid and a disease like measles or chickenpox.
It doesn’t really even start replicating until it gets that deep into the body.","Yeah — what is going on?

We used to think we just had this spectacular immune response when we first encountered the virus at, say, age 6, and that the immune response lasted until we were 70. But actually what we were seeing was the effect of an immune system being retrained every time it came into contact with the virus after the initial infection — at 6, and 7, and 8, and so on. Every time your friend got chickenpox, or your neighbor, you got a massive boost. You were re-upping your immune response and diversifying your immunological tools — potentially multiple times a year, a kind of natural booster.

But now, in America, kids get chickenpox vaccines. So you don’t have kids in America getting chickenpox today, and never will. But that means that older Americans, who did get it as kids, are not being exposed again — certainly not multiple times each year. And it turns out that, in the absence of routine re-exposures, that first exposure alone isn’t nearly as good at driving lifelong immunity and warding off shingles until you immune system begins to fall apart in old age — it can last until you’re in your 30s, for example but not until your 70s.

There’s a similar story with measles. There is no routine later-life sequelae, like shingles, for measles. But what we do see is that, in measles outbreaks today, there are some people who were vaccinated who get it anyway. Maybe 5 to 15 percent of cases are not immunologically naïve people, but vaccinated people. So — what’s up with that? We thought we had lifelong protection from childhood vaccination, but because there’s no more natural boosting of measles anymore, that protection wanes to some degree over time.

But to think about that in the context of Covid, for a minute — all of those subsequent exposures to chickenpox were basically invisible. You didn’t get sick the second or fifth or ninth time you encountered the virus. Covid is still making some people sick, on reinfection, if typically less sick.

And with Covid, we’re getting infected frequently. But there is also a very basic difference between a disease like Covid and a disease like measles or chickenpox. For measles or chickenpox to cause a symptomatic infection, it has to be brought into the body, through the upper respiratory tract and the lungs, into the bloodstream and the lymph. It doesn’t really even start replicating until it gets that deep into the body. And if it doesn’t get that deep, it doesn’t replicate. With a disease like that, our T-cells and B-cells, which were created during past exposure or by vaccination, typically stop the virus early enough that no replication happens and we don’t even notice it.","measles,known,response,kids,immune,doesnt,start,opinion,disease,chickenpox,covid,virus,vaccination",0.25370,0.00194,https://static01.nyt.com/images/2023/10/04/opinion/04wallace-wells-image/04wallace-wells-image-facebookJumbo.jpg,"{'https://static01.nyt.com/images/2022/05/16/reader-center/author-david-wallace-wells/author-david-wallace-wells-thumbLarge.png', 'https://static01.nyt.com/images/2023/10/04/opinion/04wallace-wells-image/04wallace-wells-image-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'https://static01.nyt.com/images/2023/10/04/opinion/04wallace-wells-image/04wallace-wells-image-facebookJumbo.jpg'}"
51,New York Times,periodico,https://www.nytimes.com/2023/10/04/technology/sam-bankman-fried-ftx-trial.html,Tecnologia,‘Lied to the World’ or Acted in ‘Good Faith’: Sam Bankman-Fried’s Trial Opens,"{""David Yaffe-Bellany"",""Matthew Goldstein"",""J. Edward Moreno""}",2023-10-04,"When FTX collapsed in November, Mr. Bankman-Fried became a symbol of the industry’s excesses.
At the height of its power and influence, his company was valued at $32 billion and Mr. Bankman-Fried was widely hailed as a leader capable of bringing obscure crypto technology into the mainstream of global finance.
Mr. Bankman-Fried, who in private writings has called himself “one of the most hated people in the world,” has pleaded not guilty to seven counts of fraud and money laundering.
Three of his top executives have pleaded guilty to fraud and agreed to cooperate against him — including his on-and-off girlfriend, Caroline Ellison, who ran Alameda Research, a hedge fund that Mr. Bankman-Fried started.
Prosecutors and defense lawyers said in court that they had not held any negotiations over a plea agreement, and that no deal had ever been offered to Mr. Bankman-Fried.","When FTX collapsed in November, Mr. Bankman-Fried became a symbol of the industry’s excesses. At the height of its power and influence, his company was valued at $32 billion and Mr. Bankman-Fried was widely hailed as a leader capable of bringing obscure crypto technology into the mainstream of global finance. He jetted back and forth from FTX’s base in the Bahamas to meetings in Los Angeles and Washington, where he rubbed shoulders with celebrities and politicians, and had his photograph plastered on billboards and magazine covers.

Now FTX is bankrupt and the crypto markets have cratered, leading to dozens of lawsuits and tens of billions of dollars in losses that have devastated the finances of individual investors around the world.

Mr. Bankman-Fried, who in private writings has called himself “one of the most hated people in the world,” has pleaded not guilty to seven counts of fraud and money laundering. If convicted, he could face what amounts to a life sentence in prison.

The FTX founder faces an uphill battle in the trial. Three of his top executives have pleaded guilty to fraud and agreed to cooperate against him — including his on-and-off girlfriend, Caroline Ellison, who ran Alameda Research, a hedge fund that Mr. Bankman-Fried started.

Prosecutors and defense lawyers said in court that they had not held any negotiations over a plea agreement, and that no deal had ever been offered to Mr. Bankman-Fried.","acted,crypto,bankmanfrieds,trial,bankmanfried,lied,ftx,writings,pleaded,guilty,fraud,worldmr,sam,mr,opens,world,faith,good",0.28449,-0.04491,https://static01.nyt.com/images/2023/10/04/multimedia/04sbf-openings-parents-cmwh/04sbf-openings-parents-cmwh-facebookJumbo.jpg,"{'https://static01.nyt.com/images/2023/06/23/reader-center/author-j-edward-moreno/author-j-edward-moreno-thumbLarge.png', 'https://static01.nyt.com/images/2023/10/04/multimedia/04sbf-openings-parents-cmwh/cmwh-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'https://static01.nyt.com/images/2018/11/06/multimedia/author-matthew-goldstein/author-matthew-goldstein-thumbLarge.png', 'https://static01.nyt.com/images/2023/10/04/multimedia/04sbf-openings-parents-cmwh/04sbf-openings-parents-cmwh-facebookJumbo.jpg', 'https://static01.nyt.com/images/2022/01/25/reader-center/author-david-yaffe-bellany/author-david-yaffe-bellany-thumbLarge.png'}"
52,New York Times,periodico,https://www.nytimes.com/2023/10/04/style/tiktok-movies-mean-girls.html,Tecnologia,All Your Favorite Movies Are Already on TikTok,"{""Callie Holtermann"",""Madison Malone Kircher""}",2023-10-04,"Cady Heron, the protagonist of the 2004 comedy “Mean Girls,” was the new kid in town once again.
“Mean Girls” was the rare studio-sanctioned addition to the thriving ecosystem of pirated films on TikTok.
Paramount’s decision to upload “Mean Girls” was an indication of Hollywood’s willingness to play along.
TikTok is awash in clips ripped from movies and TV shows, despite its rules against copyright infringement.
In an email, a TikTok representative said the platform works with studios to remove copyrighted materials and will ban accounts that repeatedly violate intellectual property policies.","Cady Heron, the protagonist of the 2004 comedy “Mean Girls,” was the new kid in town once again.

This time she didn’t wander into an intimidating high school cafeteria full of cliques, but onto TikTok, where Paramount Pictures released the movie on Wednesday in 23 snippets ranging from 60 seconds to nearly 10 minutes.

Viewers of the clips watched Lindsay Lohan wear pink on Wednesdays and notify her crush that it was Oct. 3 — a date known as “Mean Girls Day” by the movie’s die-hards.

“Mean Girls” was the rare studio-sanctioned addition to the thriving ecosystem of pirated films on TikTok. Paramount’s decision to upload “Mean Girls” was an indication of Hollywood’s willingness to play along.

At least, up to a point. By Thursday, Oct. 4, Paramount had taken the film down.

TikTok is awash in clips ripped from movies and TV shows, despite its rules against copyright infringement. In an email, a TikTok representative said the platform works with studios to remove copyrighted materials and will ban accounts that repeatedly violate intellectual property policies.","works,girls,paramount,wednesdays,mean,willingness,tiktok,movies,clips,favorite,oct",0.45906,-0.06281,https://static01.nyt.com/images/2023/10/04/fashion/MEAN-GIRLS-TOK/MEAN-GIRLS-TOK-facebookJumbo.jpg,"{'https://static01.nyt.com/images/2022/05/05/reader-center/author-callie-holtermann/author-callie-holtermann-thumbLarge.png', 'https://static01.nyt.com/images/2022/09/29/reader-center/author-madison-malone-kircher/author-madison-malone-kircher-thumbLarge.png', 'https://static01.nyt.com/images/2023/10/04/fashion/MEAN-GIRLS-TOK/MEAN-GIRLS-TOK-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'https://static01.nyt.com/images/2023/10/04/fashion/MEAN-GIRLS-TOK/MEAN-GIRLS-TOK-facebookJumbo.jpg'}"
53,New York Times,periodico,https://www.nytimes.com/2023/10/04/technology/personaltech/get-started-with-audio-editing.html,Tecnologia,How to Make the Audio in Your Projects Sound Better,"{""J. D. Biersdorfer""}",2023-10-04,"Tired of tinny sound, echoes, inaudible dialogue or just bad audio in your home recording efforts?
The popularity of social-media video and podcasts has led to a variety of affordable microphones, software and other tools for creating better-quality audio for personal projects.
HardwareJust about every laptop includes a microphone for videoconferencing and audio calls, but the fidelity can be lacking.
An external microphone that plugs into your computer’s USB port gives you much better sound quality.
If you need an external mic, say, to clip to an interview subject’s shirt, you have options.","Tired of tinny sound, echoes, inaudible dialogue or just bad audio in your home recording efforts? The popularity of social-media video and podcasts has led to a variety of affordable microphones, software and other tools for creating better-quality audio for personal projects. Even if you don’t plan to start a podcast, understanding digital audio a bit more can make other tasks like recording Grandma’s stories for a family-history archive or adding a narration track to your vacation videos sound much cleaner.

Here’s an overview.

Hardware

Just about every laptop includes a microphone for videoconferencing and audio calls, but the fidelity can be lacking. An external microphone that plugs into your computer’s USB port gives you much better sound quality. Logitech’s Yeti ($130) and the Shure MV5 ($99) are two models recommended by Wirecutter, the product review site owned by The New York Times. (Setup is usually simple, but if you plug in the mic and nothing happens, make sure the new hardware is selected in the computer’s sound input settings.)

Image An external microphone, like the Yeti, connects to the computer through the USB port. Credit... J.D. Biersdorfer

Recording on a smartphone is standard for social-media video and audio. The phone’s own headset microphone and earphones may work in some situations. If you need an external mic, say, to clip to an interview subject’s shirt, you have options. RØDE makes phone-friendly external microphones, and Amazon sells a wide variety from different companies, most for less than $100. (Given the ever-changing ports on smartphones these days, make sure the mic you like will connect to your phone properly.)","video,audio,sound,better,external,yeti,variety,sure,usb,projects,microphone,mic",0.31192,0.09386,https://static01.nyt.com/images/2023/09/27/technology/personaltech/27TECHTIP-TOPART/27TECHTIP-TOPART-facebookJumbo.jpg,"{'https://static01.nyt.com/images/2023/09/27/technology/personaltech/27TECHTIP-TOPART/27TECHTIP-TOPART-facebookJumbo.jpg', 'https://static01.nyt.com/images/2023/09/27/technology/personaltech/27TECHTIP-TOPART/27TECHTIP-TOPART-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'https://static01.nyt.com/images/2018/06/14/multimedia/author-j-d-biersdorfer/author-j-d-biersdorfer-thumbLarge.png'}"
54,New York Times,periodico,https://www.nytimes.com/2023/09/27/technology/personaltech/meta-quest-3-vr-headset.html,Tecnologia,"With Meta’s Quest 3, Mixed Reality Is Here. So Now What?","{""Brian X. Chen""}",2023-09-27,"In Bam!, I could see other Quest 3 wearers in the room while we controlled miniature robots that battled each other inside a virtual arena.
It was a type of social gathering that feels antiquated now that internet speeds are zippy enough for us to play games online from our own homes.
Naer is a start-up working on a mixed-reality app for office workers to brainstorm ideas on virtual white boards and sticky notes.
“But when you’re using mixed reality, you’re still a very much part of the real world — you’re no longer surprised.”Peeking into the outside world might also make V.R.
Tommy Palm, the chief executive of Resolution Games, said that in mixed reality, gamers would probably feel more confident playing games that involved fast movement.","In Bam!, I could see other Quest 3 wearers in the room while we controlled miniature robots that battled each other inside a virtual arena. Each player could see a virtual platform containing the arena and adjust it to be level with the physical tabletop in front of them. The game was fun, but seeing others flail around their motion controllers while donning the geeky goggles didn’t improve the game (though it certainly made me feel more self-conscious).

The experience of socializing with others while playing games reminded me of the LAN (local area network) parties of the 1990s, when gamers carried bulky computers to one another’s homes to play together. It was a type of social gathering that feels antiquated now that internet speeds are zippy enough for us to play games online from our own homes.

Some mixed-reality app developers I later interviewed offered more clarity than Meta about the benefits of the technology. Naer is a start-up working on a mixed-reality app for office workers to brainstorm ideas on virtual white boards and sticky notes. Developers there said that being able to see into the real world while juggling virtual tasks would make the experience less jarring for professionals to wear headsets while working alongside colleagues in an office.

“When you’re fully closed off and somebody taps your shoulder, it’s very uncomfortable,” said Sondre Kvam, a founder of the company, which is based in Norway. “But when you’re using mixed reality, you’re still a very much part of the real world — you’re no longer surprised.”

Peeking into the outside world might also make V.R. gaming more comfortable. Tommy Palm, the chief executive of Resolution Games, said that in mixed reality, gamers would probably feel more confident playing games that involved fast movement.","youre,mixedreality,games,virtual,metas,mixed,world,real,playing,play,quest,reality,working",0.34440,0.08698,https://static01.nyt.com/images/2023/09/27/business/27techfix/27techfix-facebookJumbo.jpg,"{'https://static01.nyt.com/images/2023/09/27/business/27techfix/27techfix-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'https://static01.nyt.com/images/2018/02/16/multimedia/author-brian-x-chen/author-brian-x-chen-thumbLarge-v2.png', 'https://static01.nyt.com/images/2023/09/27/business/27techfix/27techfix-facebookJumbo.jpg'}"
55,New York Times,periodico,https://www.nytimes.com/2023/09/20/technology/personaltech/google-search-engine-trial-antitrust.html,Tecnologia,Google Says Switching Away From Its Search Engine Is Easy. It’s Not.,"{""Brian X. Chen""}",2023-09-20,"But Google has argued that it’s easy for people to change their search engine — just as simple as putting a box of cereal back on the store shelf.
The trial raises questions about how and why we use Google search.
And even if we had known, would we have just stuck with Google since its search engine was set as the default?
I decided to test how easy or hard it really is to switch to a different search engine.
Harry Brignull, a user-experience consultant in Britain, concluded about Google search: “Most people will just stick with it.”","But Google has argued that it’s easy for people to change their search engine — just as simple as putting a box of cereal back on the store shelf.

The trial raises questions about how and why we use Google search. Many of us grew up doing web searches on Google because it seemed to deliver the best results with minimal effort. But if something better came along, would we really have known since Google came loaded on most of our devices? And even if we had known, would we have just stuck with Google since its search engine was set as the default?

I decided to test how easy or hard it really is to switch to a different search engine. In a blog post this month, Google said the change was a straightforward process and offered three examples:

On an iPhone, it takes four taps.

On a Mac’s Safari browser, it takes two clicks.

On Android phones, it takes two taps.

So I followed Google’s instructions and also shared the company’s guidance with a panel of three design veterans. The verdict: It’s hard to switch — and most people would probably give up before completing the change.

“God help me, I’m dead,” Ted Selker, a product design veteran who worked at IBM and Xerox PARC, said after reading the steps to change the search engine on an iPhone.

Harry Brignull, a user-experience consultant in Britain, concluded about Google search: “Most people will just stick with it.”","known,switch,away,change,hard,really,engine,easy,google,takes,switching,search",0.26178,0.15198,https://static01.nyt.com/images/2023/09/20/business/20techfix/20techfix-facebookJumbo.jpg,"{'https://static01.nyt.com/images/2023/09/20/business/20techfix/20techfix-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'https://static01.nyt.com/images/2023/09/20/business/20techfix/20techfix-facebookJumbo.jpg', 'https://static01.nyt.com/images/2018/02/16/multimedia/author-brian-x-chen/author-brian-x-chen-thumbLarge-v2.png'}"
